serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
2000344,2020,2020-11-10T00:00:00,Stamford,11 LYNAM ROAD,539700,850000,0.6349,Residential,Single Family
20130,2002,2003-07-01T00:00:00,Bethany,54 VALLEY RD,140140,0,0,,
20027,2002,2002-11-21T00:00:00,Derby,5 MCKINLEY AVE,80080,166000,0.482409639,,
2002453,2020,2021-08-27T00:00:00,Stamford,34 FIFTH STREET,596290,800000,0.7453,Commercial,
2002299,2020,2021-08-04T00:00:00,Stamford,1400 BEDFORD STREET #4,169050,355000,0.4761,Residential,Condo
20118,2020,2021-09-30T00:00:00,Sterling,174 CHURCH ST,92890,255000,0.3642,Residential,Single Family
200522,2020,2021-08-31T00:00:00,Stonington,MASONS ISLAND RD,165800,310000,0.5348,Vacant Land,
200552,2020,2021-09-23T00:00:00,Stonington,12 CUTTER DR,213100,435000,0.4898,Residential,Single Family
20102,2002,2003-02-07T00:00:00,Coventry,24 STONECROFT LN,0,68000,0,,
20222,2002,2002-11-14T00:00:00,Colchester,79 ELMWOOD HTS,114000,120000,0.95,,
20200578,2020,2021-02-17T00:00:00,Stratford,2318 MAIN STREET,429800,650000,0.6612,Commercial,
20187,2002,2003-06-02T00:00:00,Coventry,533 DALY RD,94360,143000,0.65986014,,
20095,2002,2002-12-26T00:00:00,Ellington,182 TRIPP RD,103070,298500,0.345293132,,
20200824,2020,2021-05-03T00:00:00,Stratford,758A QUINNIPIAC LANE,193340,395000,0.4894,Residential,Condo
20200059,2020,2020-10-13T00:00:00,Stratford,653B OSAGE LANE,156380,276000,0.5665,Residential,Condo
200113,2020,2021-01-14T00:00:00,Suffield,4 CHELTENHAM CT,98280,169900,0.5784,Residential,Condo
200025,2020,2020-10-20T00:00:00,Suffield,930 BRANCH RD,159180,261000,0.6098,Residential,Single Family
200149,2020,2021-07-12T00:00:00,Thomaston,97 TWIN POND RD,204000,337500,0.6044,Residential,Single Family
200046,2020,2020-12-14T00:00:00,Thomaston,3 BRADLEY WAY,133210,289900,0.4595,Residential,Condo
20102,2002,2002-12-03T00:00:00,Avon,25 SKY TOP DR,142420,300000,0.474733333,,
21108,2002,2003-08-27T00:00:00,Hamden,42 GILBERT AVE,0,179900,0,,
20805,2002,2003-04-10T00:00:00,Hartford,25-27 PLINY ST,52430,0,0,,
20031,2020,2020-11-02T00:00:00,Thompson,0 THOMPSON RD,12930,175000,0.0738,Vacant Land,
2020256,2020,2021-06-23T00:00:00,Tolland,D3 TOLLAND MEADOWS,55200,89900,0.614015573,Residential,Condo
2020065,2020,2020-12-20T00:00:00,Tolland,H2 TOLLAND MEADOWS,55200,90000,0.6133,Residential,Condo
20238,2002,2003-07-08T00:00:00,Canton,57 WICKHAMS FANCY,87500,165000,0.53030303,,
21203,2002,2003-09-15T00:00:00,Hamden,35 GILES ST,176820,400000,0.44205,,
20731,2002,2003-07-01T00:00:00,East Hartford,27 NORTHBROOK CT,61600,110000,0.56,,
20869,2002,2003-09-25T00:00:00,Enfield,27 MONROE RD,93940,184000,0.510543478,,
200106,2020,2020-11-02T00:00:00,Torrington,2651 TORRINGFORD W ST,126570,225005,0.5625,Residential,Single Family
200174,2020,2020-11-20T00:00:00,Torrington,194 LEDGE DR,58020,122500,0.4736,Residential,Condo
20442,2002,2003-04-29T00:00:00,Enfield,7 SPIER AVE,69440,138000,0.503188406,,
200359,2020,2021-03-08T00:00:00,Trumbull,94 NORTH STOWE PLACE,256550,451000,0.5688,Residential,Single Family
200599,2020,2021-07-02T00:00:00,Trumbull,29 WALNUT AVE,237440,420000,0.5653,Residential,Single Family
200627,2020,2021-07-20T00:00:00,Trumbull,12 ROSEVIEW COURT,475160,905000,0.525,Residential,Single Family
200011,2020,2020-10-13T00:00:00,Trumbull,14 WOODLAWN DR,183190,370000,0.4951,Residential,Single Family
200233,2020,2020-12-31T00:00:00,Trumbull,8 TURNER AVE,202160,365000,0.5538,Residential,Single Family
20197,2002,2003-03-03T00:00:00,Cheshire,14 WOODRIDGE CT,2486000,0,0,,
200374,2020,2021-05-18T00:00:00,Vernon,27 TRACY DRIVE,129190,226800,0.5696,Residential,Single Family
200484,2020,2021-07-12T00:00:00,Vernon,90 MONTAUK DR,126800,300000,0.4226,Residential,Single Family
20598,2002,2003-04-14T00:00:00,Fairfield,897 CONGRESS ST,248500,250000,0.994,,
20090,2002,2002-12-23T00:00:00,Ledyard,138 IRON ST,101780,140000,0.727,,
200055,2020,2021-01-25T00:00:00,Washington,136 OLD LITCHFIELD RD,1030330,2285000,0.4509,Residential,Single Family
21310,2002,2003-09-22T00:00:00,Greenwich,58 MARY LN,329490,630000,0.523,,
20300,2002,2003-08-29T00:00:00,Canton,98 ANDREW DR,196290,390000,0.503307692,,
20064,2002,2003-01-15T00:00:00,Brooklyn,15 HYDE RD,69960,132000,0.53,,
201224,2020,2021-03-08T00:00:00,Waterbury,411 HAUSER ST,9860,25000,0.3944,Vacant Land,
201592,2020,2021-05-12T00:00:00,Waterbury,26 COOPER ST,73860,122000,0.6054,Residential,Single Family
201777,2020,2021-06-08T00:00:00,Waterbury,18 CAMP ST,36770,150000,0.2451,Residential,Two Family
20083,2002,2003-02-11T00:00:00,Hebron,19 CARVER LN,61380,125000,0.49104,,
202250,2020,2021-08-09T00:00:00,Waterbury,94 SOUTHMAYD RD #3,63100,139900,0.451,Residential,Condo
21081,2002,2003-06-17T00:00:00,Hartford,47 S WHITNEY ST,46200,0,0,,
20062,2002,2003-07-14T00:00:00,Barkhamsted,23 ROBIN DR,92670,170000,0.545117647,,
20453,2002,2003-06-02T00:00:00,East Haven,107 D KENNETH ST,23380,40000,0.5845,,
20458,2020,2021-06-18T00:00:00,Waterford,4 DONNA ST,271240,710000,0.382,Residential,Single Family
20089,2020,2020-11-13T00:00:00,Waterford,15 SEA VIEW TERRACE,89770,150000,0.5984,Vacant Land,
20149,2020,2021-01-06T00:00:00,Watertown,0 FERN HILL RD,62600,95000,0.6589,Vacant Land,
20043,2002,2003-06-16T00:00:00,Bolton,12 GREEN HLS DR,133090,250000,0.53236,,
20102,2020,2020-12-09T00:00:00,Watertown,12 CHARLES ST,127000,223000,0.5695,Residential,Single Family
200170,2020,2021-06-14T00:00:00,Westbrook,104 CHAPMAN BEACH RD,271120,725000,0.3739,Residential,Single Family
200014,2020,2020-10-13T00:00:00,Westbrook,233 KENROSE TER,245790,382000,0.6434,Residential,Single Family
200376,2020,2021-01-04T00:00:00,West Hartford,1838 ASYLUM AVENUE,216580,305000,0.71,Residential,Single Family
200494,2020,2021-02-19T00:00:00,West Hartford,82 WHITE AVENUE,181720,327900,0.5541,Residential,Single Family
200557,2020,2021-03-12T00:00:00,West Hartford,23 TIMBERWOOD ROAD,166670,305000,0.5464,Residential,Condo
20075,2002,2003-04-21T00:00:00,Essex,31 KINGS LN,113040,240000,0.471,,
20601,2002,2003-09-02T00:00:00,Avon,215 NORTHINGTON DR,466660,965000,0.483585492,,
20021,2002,2002-10-24T00:00:00,Ledyard,4 BIRCH ST,54600,78000,0.7,,
20006,2002,2002-11-19T00:00:00,Chaplin,CROSS RD,0,27000,0,,
2000448,2020,2021-06-17T00:00:00,Wethersfield,938 RIDGE RD,158870,315000,0.5043,Residential,Single Family
2000513,2020,2021-07-20T00:00:00,Wethersfield,215 NOTT ST,144050,257500,0.5594,Residential,Single Family
20318,2002,2003-07-07T00:00:00,Darien,48 SHIELDS RD,888090,2100000,0.4229,,
2000066,2020,2020-11-24T00:00:00,Wethersfield,261 COPPERMILL RD,297710,500000,0.5954,Residential,Single Family
20200053,2020,2021-03-29T00:00:00,Willington,14 ANGELA LN,43170,115000,0.3753,Vacant Land,
2020212,2020,2021-02-22T00:00:00,Wilton,126 SCRIBNER HILL RD,336630,599000,0.5619,Residential,Single Family
20066,2002,2003-01-27T00:00:00,Brooklyn,FITZGERALD RD,0,110000,0,,
2020333,2020,2021-05-25T00:00:00,Wilton,27 VILLAGE WALK,192710,301000,0.6402,Residential,Condo
2020553,2020,2021-09-22T00:00:00,Wilton,621 NOD HILL RD,550830,1140000,0.4831,Residential,Single Family
2020128,2020,2020-12-09T00:00:00,Wilton,145 SKUNK LANE,168070,285000,0.5897,Residential,Condo
20336,2020,2021-09-29T00:00:00,Winchester,348 W WAKEFIELD BLVD,307760,709000,0.434,Residential,Single Family
20079,2020,2020-12-28T00:00:00,Winchester,11 BAKER ST,98490,174000,0.566,Residential,Single Family
20272,2002,2003-04-15T00:00:00,Avon,56 WESTLAND RD,475850,895000,0.531675978,,
200324,2020,2021-04-26T00:00:00,Windsor,851 MARSHALL PHELPS RD,423220,550000,0.7694,Commercial,
20408,2002,2003-07-17T00:00:00,Cheshire,187 CEDAR LN,109900,223000,0.492825112,,
200532,2020,2021-08-02T00:00:00,Windsor,375 DUNFEY LN,89460,195000,0.4587,Residential,Condo
200559,2020,2021-08-23T00:00:00,Windsor,9 AMANDA CIR,156030,300000,0.5201,Residential,Single Family
200091,2020,2020-11-12T00:00:00,Windsor,33 RIVER ST,429590,850000,0.5054,Commercial,
200016,2020,2020-10-14T00:00:00,Windsor Locks,85 FOX HOLLOW DR,114730,182460,0.6287,Residential,Condo
200288,2020,2021-06-22T00:00:00,Wolcott,3 LANCEWOOD LN,157150,273000,0.5756,Residential,Single Family
20020002,2020,2021-02-03T00:00:00,Woodbury,11 EDGEHILL CT,76230,75000,1.0164,Residential,Condo
200031,2020,2020-11-16T00:00:00,Woodstock,PLAYGROUND DR,12600,21000,0.6,Vacant Land,
200577,2020,2021-06-02T00:00:00,Enfield,23 COTTAGE RD,155200,229900,0.675,Residential,Single Family
20445,2020,2021-08-12T00:00:00,Bethel,75 ROCKWELL ROAD,252140,483000,0.522,Residential,Single Family
200693,2020,2021-03-09T00:00:00,Danbury,10 BOUGHTON ST,246700,399000,0.6182,Residential,Three Family
200260,2020,2021-04-27T00:00:00,Avon,24 KING RICHARDS COURT,469820,672050,0.699,Residential,Single Family
20398,2020,2021-02-04T00:00:00,Hartford,135 FRANKLIN AVE & 34 STANDISH,229950,550000,0.418090909,Commercial,
200789,2020,2021-08-23T00:00:00,Glastonbury,102 CHATHAM HILL RD,476500,767500,0.6208,Residential,Single Family
200772,2020,2021-09-17T00:00:00,Groton,30 SUNNYSIDE PARK,112840,265000,0.4258,Residential,Single Family
201446,2020,2021-07-20T00:00:00,Greenwich,14 RIVERVIEW COURT,620480,965000,0.6429,Residential,Single Family
200708,2020,2021-07-26T00:00:00,Glastonbury,42 BELL ST,161300,315000,0.512,Residential,Single Family
200507,2020,2021-09-14T00:00:00,Avon,15 COTTONWOOD DRIVE,96550,184900,0.5221,Residential,Condo
2020108,2020,2021-01-08T00:00:00,Ansonia,145 PULASKI HWY,136100,269000,0.5059,Residential,Single Family
200060,2020,2021-04-06T00:00:00,East Granby,8 MILLER ROAD,116900,215000,0.5437,Residential,Single Family
200544,2020,2021-06-02T00:00:00,Glastonbury,112 ABBEY RD,343800,612500,0.5613,Residential,Single Family
200061,2020,2020-12-21T00:00:00,Woodstock,49 LEBANON HILL RD,137500,195000,0.7051,Residential,Single Family
200226,2020,2021-07-30T00:00:00,Litchfield,104 MEADOW ST,122270,267500,0.457,Residential,Single Family
200007,2020,2020-11-04T00:00:00,Lyme,23 HONEY HILL LANE,227149,530000,0.4285,Residential,Single Family
20041,2020,2021-06-14T00:00:00,Franklin,189 KAHN RD,225990,380000,0.5947,Residential,Single Family
20000009,2020,2020-10-08T00:00:00,Brookfield,35 INDIAN TRAIL,315430,660000,0.4779,Residential,Single Family
20138,2020,2021-05-12T00:00:00,Burlington,33 FAWN HILL DR,238350,330000,0.7222,Residential,Single Family
20010,2020,2020-12-01T00:00:00,Colebrook,47 FLAGG HILL ROAD,203700,178000,1.1443,Residential,Single Family
200000324,2020,2021-07-07T00:00:00,Brookfield,30 GREAT HERON LN,327010,467000,0.7002,Residential,Condo
201312,2020,2021-08-26T00:00:00,Griswold,17-19 SCHOOL RD,108430,150000,0.722866667,Residential,Two Family
200221,2020,2021-02-19T00:00:00,Guilford,14 HAZEL RD,163820,301473,0.5433,Residential,Single Family
200207,2020,2021-08-25T00:00:00,Essex,36 SAYBROOK RD,248400,462500,0.537,Residential,Single Family
20913,2020,2021-09-14T00:00:00,East Hartford,2 LAFAYETTE AVE,87380,235000,0.3718,Residential,Single Family
201049,2020,2021-07-23T00:00:00,Manchester,36I MARJORIE LANE,106500,204000,0.522,Residential,Condo
200188,2020,2021-02-02T00:00:00,East Lyme,56 CARRIAGE HILL RD,146860,272500,0.5389,Residential,Single Family
200930,2020,2021-04-30T00:00:00,Greenwich,19 PINTAIL LANE,1481130,2545000,0.581976424,Residential,Single Family
20481,2020,2021-08-30T00:00:00,Bethel,7 DRUID LANE,54929,589294,0.093211538,Residential,Condo
201234,2020,2021-05-25T00:00:00,Cromwell,11 BRITTANY CIRCLE,214690,355000,0.6047,Residential,Single Family
201219,2020,2021-09-03T00:00:00,Manchester,236 WEST CENTER STREET,103300,210000,0.4919,Residential,Single Family
200020,2020,2021-04-26T00:00:00,Bozrah,BRUSH HILL RD,41650,99000,0.4207,Vacant Land,
200076,2020,2021-01-20T00:00:00,East Windsor,ELLSWORTH RD,10460,149900,0.0697,Vacant Land,
200622,2020,2021-02-23T00:00:00,Danbury,60 PADANARAM RD D23,126400,231400,0.5462,Residential,Condo
20000104,2020,2020-12-14T00:00:00,Brookfield,14 BRISTOL PATH UNIT #14,141730,215000,0.659209302,Residential,Condo
200223,2020,2021-02-23T00:00:00,Guilford,173 MIDDLE RD,162820,285000,0.5712,Residential,Single Family
2020133,2020,2021-01-13T00:00:00,Berlin,147 WOODHAVEN DRIVE,174600,339000,0.515,Residential,Single Family
200400,2020,2020-12-28T00:00:00,Manchester,42 LONGVIEW DRIVE,256300,470000,0.5453,Residential,Single Family
200574,2020,2021-01-08T00:00:00,Manchester,1076 TOLLAND TURNPIKE,116100,338376,0.3431,Commercial,
2020046,2020,2020-11-05T00:00:00,Berlin,18 WINDING MEADOW DRIVE,194200,299900,0.6475,Residential,Single Family
200707,2020,2021-09-10T00:00:00,Farmington,75 PINNACLE RD,323480,650000,0.4976,Residential,Single Family
201148,2020,2021-08-24T00:00:00,Hartford,21 ELLIOTT ST,76918,280000,0.274707143,Residential,Three Family
20000209,2020,2021-03-18T00:00:00,Brookfield,162 LONG MEADOW HILL RD,237840,375000,0.6342,Residential,Single Family
200000382,2020,2021-08-19T00:00:00,Brookfield,10 MEADOW DR,223440,450000,0.4965,Residential,Single Family
200121,2020,2020-12-15T00:00:00,Avon,63 NORTHGATE,528490,775000,0.6819,Residential,Single Family
20166,2020,2021-01-25T00:00:00,Darien,159 MIDDLESEX ROAD,693980,940000,0.7382,Residential,Single Family
200013,2020,2020-10-15T00:00:00,Bloomfield,95 SPRINGWOOD LN,206640,285000,0.725,Residential,Single Family
200052,2020,2020-11-25T00:00:00,Colchester,308 WESTCHESTER RD,133900,315000,0.425,Residential,Single Family
200052,2020,2021-02-04T00:00:00,Goshen,36 SANDY BEACH ROAD,211730,290000,0.730103448,Residential,Single Family
200258,2020,2020-12-31T00:00:00,Enfield,61 CANDLEWOOD,94270,165900,0.5682,Residential,Single Family
200256,2020,2021-01-20T00:00:00,Groton,28 TAUTOG ST,521430,903500,0.5771,Residential,Single Family
200051,2020,2020-11-02T00:00:00,Madison,30 EVARTS LN,392900,629000,0.6246,Residential,Condo
20191,2020,2021-02-22T00:00:00,Darien,31 PATRICIA LANE,646450,1180000,0.5478,Residential,Single Family
201218,2020,2021-07-15T00:00:00,Danbury,55 MILL PLAIN RD 31-1,106300,236900,0.4487,Residential,Condo
2000228,2020,2021-05-24T00:00:00,Bloomfield,92 ADAMS ROAD,170520,300000,0.5684,Residential,Single Family
201254,2020,2021-09-24T00:00:00,Hartford,107 HENRY ST,110911,325000,0.3412,Residential,Three Family
200315,2020,2021-05-06T00:00:00,East Lyme,14 RIVER RD,334600,260000,1.2869,Residential,Single Family
200739,2020,2021-09-24T00:00:00,Farmington,125 BIRDSEYE RD,155270,315000,0.4929,Residential,Single Family
200240,2020,2021-03-23T00:00:00,Madison,389 COUNTY RD,218500,200000,1.0925,Residential,Single Family
200984,2020,2021-07-06T00:00:00,Manchester,41 STEELE FARM DRIVE,292500,530000,0.5518,Residential,Single Family
200129,2020,2021-04-22T00:00:00,Canton,61 SECRET LAKE ROAD,167910,280000,0.5996,Residential,Single Family
200532,2020,2021-09-29T00:00:00,East Lyme,8 WINTHROP DR,219100,475000,0.4612,Residential,Single Family
200011,2020,2020-10-01T00:00:00,Bridgeport,116 BASSICK AVE,76090,148700,0.5117,Residential,Single Family
200020,2020,2020-12-08T00:00:00,East Granby,96 KIMBERLY ROAD,187800,255000,0.736470588,Residential,Single Family
200061,2020,2020-10-15T00:00:00,Bristol,161 GRIDLEY ST,75530,90600,0.8336,Residential,Single Family
200573,2020,2021-07-29T00:00:00,Farmington,44 GARDEN ST UNIT 9,86790,192000,0.452,Residential,Condo
200283,2020,2021-04-12T00:00:00,Guilford,2160 DURHAM RD,267710,300000,0.892366667,Residential,Single Family
2020397,2020,2021-09-03T00:00:00,Berlin,639 HIGH RD,182300,322500,0.5652,Residential,Single Family
200239,2020,2021-07-30T00:00:00,Mansfield,4 FEDERAL SQ,148400,249900,0.5938,Residential,Condo
200704,2020,2021-03-15T00:00:00,Danbury,136 PEMBROKE RD 6-48,119200,175000,0.6811,Residential,Condo
200268,2020,2021-04-06T00:00:00,Madison,612 DURHAM RD,203700,400000,0.5092,Residential,Single Family
200379,2020,2021-03-26T00:00:00,Glastonbury,40 SUMMERSWEET DR,99500,168000,0.5922,Residential,Condo
200483,2020,2021-05-26T00:00:00,Groton,150 ANCHORAGE CIR,343420,798000,0.4303,Residential,Single Family
200245,2020,2020-11-18T00:00:00,Greenwich,15 PALMGER STREET UN10,385000,610000,0.6311,Residential,Condo
200004,2020,2020-10-02T00:00:00,Bristol,140 FERN HILL RD,138670,275000,0.5042,Residential,Single Family
20847,2020,2021-06-07T00:00:00,Hartford,19 WHITMORE ST,145530,373500,0.3896,Apartments,
200790,2020,2021-09-27T00:00:00,Groton,84 BEACH POND RD,297360,670000,0.4438,Residential,Single Family
201049,2020,2021-06-09T00:00:00,Danbury,11 & 13 TAAGAN POINT RD,316400,350000,0.904,Residential,Single Family
20061,2020,2020-10-30T00:00:00,Farmington,23 JEFFREY DR,160020,250000,0.64,Residential,Single Family
201501,2020,2021-09-09T00:00:00,Danbury,77 TOPSTONE DR,161000,360000,0.4472,Residential,Single Family
200422,2020,2021-07-26T00:00:00,Avon,16 PINE HILL ROAD,503430,1030900,0.4883,Residential,Single Family
20008,2020,2020-11-05T00:00:00,Colebrook,124 STILLMAN HILL ROAD,116600,243000,0.4798,Residential,Single Family
200195,2020,2021-06-24T00:00:00,Mansfield,10 FORT GRISWOLD,197100,227853,0.865,Residential,Condo
200091,2020,2021-01-05T00:00:00,Litchfield,43 NORFOLK RD,163640,75000,2.1818,Residential,Single Family
200586,2020,2021-06-15T00:00:00,Glastonbury,51 CONESTOGA WAY,114400,262000,0.4366,Residential,Condo
201546,2020,2021-08-05T00:00:00,Greenwich,106 LOCKWOOD ROAD,2296000,3762500,0.6102,Residential,Single Family
200665,2020,2021-07-12T00:00:00,Glastonbury,25 HALE RD,160500,300000,0.535,Residential,Single Family
200401,2020,2021-05-28T00:00:00,Farmington,1 PARTRIDGE LA,183360,311000,0.5895,Residential,Condo
200532,2020,2021-09-21T00:00:00,Madison,9 HILLTOP DR,363800,415000,0.8766,Residential,Single Family
200901,2020,2021-06-17T00:00:00,Manchester,11 CHARIS ROAD,100500,182500,0.5506,Residential,Single Family
201212,2020,2021-06-17T00:00:00,Greenwich,14 COS COB AVENUE,567770,1490000,0.381,Residential,Three Family
200506,2020,2021-02-22T00:00:00,Bristol,188 BROOK ST,106680,165000,0.6465,Residential,Single Family
200763,2020,2021-03-23T00:00:00,Greenwich,31 SCOTT LANE,959910,1115000,0.8609,Residential,Single Family
200267,2020,2021-06-30T00:00:00,Coventry,280 ROOT RD,92600,285000,0.324912281,Residential,Single Family
201016,2020,2021-05-14T00:00:00,Greenwich,210 WEST LYON FARM DRIVE,918120,1400000,0.6558,Residential,Condo
200287,2020,2021-04-20T00:00:00,East Lyme,35A SCOTT RD,206990,421000,0.4916,Residential,Single Family
201024,2020,2021-07-19T00:00:00,Manchester,32 HIGHLAND STREET,94900,162000,0.5858,Residential,Single Family
200321,2020,2020-12-21T00:00:00,Bristol,172-174 GREENE ST,84980,114547,0.7418,Residential,Two Family
201308,2020,2021-09-28T00:00:00,Manchester,34 COOLIDGE STREET,88400,184900,0.478,Residential,Single Family
200526,2020,2021-08-23T00:00:00,Guilford,71 HIGHWOODS DR,265160,466000,0.569,Residential,Single Family
201278,2020,2021-09-07T00:00:00,Bristol,268 DIVINITY ST UN 14 AKA 2-6,61460,125000,0.4916,Residential,Condo
200048,2020,2020-12-30T00:00:00,Bethany,3 FAIRWOOD RD,290610,445000,0.653,Residential,Single Family
200761,2020,2021-03-23T00:00:00,Greenwich,2 WIDGEON WAY,1242500,1875000,0.6626,Residential,Single Family
20000078,2020,2020-11-20T00:00:00,Brookfield,12 BROOKFIELD MEADOWS,187170,345000,0.5425,Residential,Single Family
20513,2020,2021-05-04T00:00:00,East Hartford,90 PARK AVE,73340,180000,0.407444444,Residential,Single Family
2020148,2020,2021-02-02T00:00:00,Berlin,48 CORNWALL ROAD,180200,296000,0.6087,Residential,Single Family
200116,2020,2021-03-12T00:00:00,Essex,30 RIVER ROAD DR,428000,1080000,0.396296296,Residential,Single Family
20099,2020,2021-02-11T00:00:00,Derby,54-56 LAKEVIEW TERR,146580,315000,0.4653,Residential,Two Family
200054,2020,2020-10-27T00:00:00,East Lyme,38 HOPE ST  #4,149450,249900,0.598,Residential,Condo
2020098,2020,2020-12-15T00:00:00,Berlin,233 LINCOLN STREET,142700,259000,0.5509,Residential,Single Family
200890,2020,2021-04-22T00:00:00,Greenwich,188 BIBLE STREET,737590,1364000,0.5407,Residential,Single Family
20004,2020,2020-10-13T00:00:00,Lebanon,88 LAKESIDE DR,175540,250000,0.7021,Residential,Single Family
200394,2020,2021-03-15T00:00:00,Enfield,72 WYNWOOD DR,91680,160000,0.573,Residential,Condo
200853,2020,2021-06-04T00:00:00,Manchester,7 LINCOLN STREET,84200,150000,0.5613,Residential,Single Family
200106,2020,2020-11-13T00:00:00,Glastonbury,50 PENWOOD XING,585700,985000,0.5946,Residential,Single Family
20376,2020,2021-06-24T00:00:00,Bethel,23 GREAT HILL DRIVE,119832,619423,0.1934,Residential,Condo
2000490,2020,2021-08-30T00:00:00,Cheshire,11 HILLTOP RD,186320,242500,0.7683,Residential,Single Family
20000172,2020,2021-02-16T00:00:00,Brookfield,129 NORTH LAKE SHORE DR,230610,500000,0.4612,Residential,Single Family
200106,2020,2020-12-02T00:00:00,East Lyme,25 REGATTA DR,313810,425000,0.7383,Residential,Condo
200354,2020,2021-06-01T00:00:00,Madison,113 SPORTSMANS HILL RD,185700,410000,0.4529,Residential,Single Family
201289,2020,2021-08-02T00:00:00,Danbury,1 LAKEVIEW TL,139300,230000,0.6056,Residential,Single Family
201006,2020,2020-10-06T00:00:00,Griswold,148 MATHEWSON STREET UNIT 401,89600,155000,0.578064516,Residential,Condo
200258,2020,2021-04-05T00:00:00,Madison,32 JEFFERSON PARK RD,257800,475000,0.5427,Residential,Single Family
201260,2020,2021-09-02T00:00:00,Bristol,216 WILDERNESS WAY,201530,375000,0.5374,Residential,Single Family
